Name,Make,Model,Odometer,Body_type,Transmission,Auctioneer,Link_to_auction,Unique_identifers,Hours_to_auction,State,Build_Date,Fuel
SUBARU LIBERTY 2.5I B5 MY13 4WD,SUBARU,LIBERTY,"222,652",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985837/2013-subaru-liberty-2-5i-b5-my13?filterid=2442542442,"2013 SUBARU LIBERTY 2.5I B5 MY13 4WD SUBARU 222,652",0,VIC,2013,PETROL
RENAULT CLIO EXPRESSION IV B98 FWD,RENAULT,CLIO,"105,432",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2977785/2015-renault-clio-expression-iv-b98?filterid=2442542442,"2015 RENAULT CLIO EXPRESSION IV B98 FWD RENAULT 105,432",0,VIC,2015,PETROL
SKODA OCTAVIA ELEGANCE 1Z FWD,SKODA,OCTAVIA,"238,627",LIFTBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984902/2009-skoda-octavia-elegance-1z?filterid=2442542442,"2009 SKODA OCTAVIA ELEGANCE 1Z FWD SKODA 238,627",0,VIC,2009,DIESEL
HOLDEN CAPTIVA 7 LX CG SERIES II MY 4WD,HOLDEN,CAPTIVA,"175,478",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2963290/2012-holden-captiva-7-lx-cg-series-ii-my?filterid=2442542442,"2012 HOLDEN CAPTIVA 7 LX CG SERIES II MY 4WD HOLDEN 175,478",0,VIC,2012,PETROL
FORD FAIRMONT AU RWD,FORD,FAIRMONT,"335,196",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982159/1999-ford-fairmont-au?filterid=2442542442,"1999 FORD FAIRMONT AU RWD FORD 335,196",0,VIC,1999,PETROL
AUDI A4 B8 8K MY13 FWD,AUDI,A4,"244,013",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985403/2013-audi-a4-b8-8k-my13?filterid=2442542442,"2013 AUDI A4 B8 8K MY13 FWD AUDI 244,013",0,VIC,2013,PETROL
HONDA ACCORD VTI 8TH GEN FWD,HONDA,ACCORD,"262,226",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982175/2008-honda-accord-vti-8th-gen?filterid=2442542442,"2008 HONDA ACCORD VTI 8TH GEN FWD HONDA 262,226",0,VIC,2008,PETROL
FORD FALCON XT FG MKII RWD,FORD,FALCON,"183,616",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979239/2012-ford-falcon-xt-fg-mkii?filterid=2442542442,"2012 FORD FALCON XT FG MKII RWD FORD 183,616",0,VIC,2012,PETROL
SUBARU IMPREZA S MY07 4WD,SUBARU,IMPREZA,"252,584",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985276/2007-subaru-impreza-s-my07?filterid=2442542442,"2007 SUBARU IMPREZA S MY07 4WD SUBARU 252,584",0,VIC,2007,PETROL
HOLDEN ASTRA CD AH MY08 FWD,HOLDEN,ASTRA,"310,506",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2984900/2008-holden-astra-cd-ah-my08?filterid=2442542442,"2008 HOLDEN ASTRA CD AH MY08 FWD HOLDEN 310,506",0,VIC,2008,PETROL
HOLDEN CAPTIVA 5 CG SERIES II MY 4WD,HOLDEN,CAPTIVA,"173,701",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984888/2013-holden-captiva-5-cg-series-ii-my?filterid=2442542442,"2013 HOLDEN CAPTIVA 5 CG SERIES II MY 4WD HOLDEN 173,701",0,VIC,2013,DIESEL
MITSUBISHI LANCER ACTIV CJ MY12 FWD,MITSUBISHI,LANCER,"277,900",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2983530/2012-mitsubishi-lancer-activ-cj-my12?filterid=2442542442,"2012 MITSUBISHI LANCER ACTIV CJ MY12 FWD MITSUBISHI 277,900",0,VIC,2012,PETROL
MAZDA 6 CLASSIC GG1031 MY04 FWD,MAZDA,6,"220,036",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985381/2004-mazda-6-classic-gg1031-my04?filterid=2442542442,"2004 MAZDA 6 CLASSIC GG1031 MY04 FWD MAZDA 220,036",0,VIC,2004,PETROL
HYUNDAI ELANTRA FX XD MY05 FWD,HYUNDAI,ELANTRA,"208,412",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2975027/2005-hyundai-elantra-fx-xd-my05?filterid=2442542442,"2005 HYUNDAI ELANTRA FX XD MY05 FWD HYUNDAI 208,412",0,VIC,2005,PETROL
VOLKSWAGEN GOLF GL 4TH GEN FWD,VOLKSWAGEN,GOLF,"148,566",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981560/2001-volkswagen-golf-gl-4th-gen?filterid=2442542442,"2001 VOLKSWAGEN GOLF GL 4TH GEN FWD VOLKSWAGEN 148,566",0,VIC,2001,PETROL
HOLDEN CAPTIVA 5 LT CG MY15 4WD,HOLDEN,CAPTIVA,"149,111",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982883/2014-holden-captiva-5-lt-cg-my15?filterid=2442542442,"2014 HOLDEN CAPTIVA 5 LT CG MY15 4WD HOLDEN 149,111",0,VIC,2014,DIESEL
MITSUBISHI 380 GT DB SERIES III FWD,MITSUBISHI,380,"232,603",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981861/2007-mitsubishi-380-gt-db-series-iii?filterid=2442542442,"2007 MITSUBISHI 380 GT DB SERIES III FWD MITSUBISHI 232,603",0,VIC,2007,PETROL
MAZDA 3 NEO BL10F1 FWD,MAZDA,3,"165,164",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985817/2010-mazda-3-neo-bl10f1?filterid=2442542442,"2010 MAZDA 3 NEO BL10F1 FWD MAZDA 165,164",0,VIC,2010,PETROL
NISSAN PULSAR LX N16 FWD,NISSAN,PULSAR,"243,585",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985832/2000-nissan-pulsar-lx-n16?filterid=2442542442,"2000 NISSAN PULSAR LX N16 FWD NISSAN 243,585",0,VIC,2000,PETROL
DODGE JOURNEY SXT JC MY12 FWD,DODGE,JOURNEY,"121,151",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2974860/2011-dodge-journey-sxt-jc-my12?filterid=2442542442,"2011 DODGE JOURNEY SXT JC MY12 FWD DODGE 121,151",0,VIC,2011,PETROL
MITSUBISHI CHALLENGER LS PB (KH) MY12 4WD,MITSUBISHI,CHALLENGER,"373,012",WAGON,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2979027/2011-mitsubishi-challenger-ls-pb-kh-my12?filterid=2442542442,"2011 MITSUBISHI CHALLENGER LS PB (KH) MY12 4WD MITSUBISHI 373,012",0,VIC,2011,DIESEL
SSANGYONG STAVIC A100 MY14 RWD,SSANGYONG,STAVIC,"271,310",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985844/2015-ssangyong-stavic-a100-my14?filterid=2442542442,"2015 SSANGYONG STAVIC A100 MY14 RWD SSANGYONG 271,310",0,VIC,2015,DIESEL
NISSAN MAXIMA 250 X-TRONIC ST-L J32 FWD,NISSAN,MAXIMA,"350,839",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980422/2011-nissan-maxima-250-x-tronic-st-l-j32?filterid=2442542442,"2011 NISSAN MAXIMA 250 X-TRONIC ST-L J32 FWD NISSAN 350,839",0,VIC,2011,PETROL
MAZDA 6 LUXURY GG1031 FWD,MAZDA,6,"179,044",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985427/2003-mazda-6-luxury-gg1031?filterid=2442542442,"2003 MAZDA 6 LUXURY GG1031 FWD MAZDA 179,044",0,VIC,2003,PETROL
SUBARU XV 2.0I-L G4X MY12 4WD,SUBARU,XV,"280,292",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980223/2012-subaru-xv-2-0i-l-g4x-my12?filterid=2442542442,"2012 SUBARU XV 2.0I-L G4X MY12 4WD SUBARU 280,292",0,VIC,2012,PETROL
HOLDEN CRUZE SRI-V JH SERIES II MY FWD,HOLDEN,CRUZE,"293,057",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985432/2013-holden-cruze-sri-v-jh-series-ii-my?filterid=2442542442,"2013 HOLDEN CRUZE SRI-V JH SERIES II MY FWD HOLDEN 293,057",0,VIC,2013,PETROL
VOLKSWAGEN JETTA 118TSI 1KM MY10 FWD,VOLKSWAGEN,JETTA,"210,124",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979127/2010-volkswagen-jetta-118tsi-1km-my10?filterid=2442542442,"2010 VOLKSWAGEN JETTA 118TSI 1KM MY10 FWD VOLKSWAGEN 210,124",0,VIC,2010,PETROL
HOLDEN COMMODORE EXECUTIVE VZ RWD,HOLDEN,COMMODORE,"184,453",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985420/2005-holden-commodore-executive-vz?filterid=2442542442,"2005 HOLDEN COMMODORE EXECUTIVE VZ RWD HOLDEN 184,453",0,VIC,2005,PETROL
HOLDEN CRUZE EQUIPE JH SERIES II MY15 FWD,HOLDEN,CRUZE,"232,266",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2954780/2015-holden-cruze-equipe-jh-series-ii-my15?filterid=2442542442,"2015 HOLDEN CRUZE EQUIPE JH SERIES II MY15 FWD HOLDEN 232,266",0,VIC,2015,PETROL
MERCEDES-BENZ B-CLASS B200 W245 MY08 FWD,MERCEDES-BENZ,B-CLASS,"169,937",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981754/2008-mercedes-benz-b-class-b200-w245-my08?filterid=2442542442,"2008 MERCEDES-BENZ B-CLASS B200 W245 MY08 FWD MERCEDES-BENZ 169,937",0,VIC,2008,PETROL
FORD KUGA TREND AWD TF 4WD,FORD,KUGA,"208,809",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2961893/2013-ford-kuga-trend-awd-tf?filterid=2442542442,"2013 FORD KUGA TREND AWD TF 4WD FORD 208,809",0,VIC,2013,PETROL
HYUNDAI I30 ELITE GD MY14 FWD,HYUNDAI,I30,"248,207",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2976365/2014-hyundai-i30-elite-gd-my14?filterid=2442542442,"2014 HYUNDAI I30 ELITE GD MY14 FWD HYUNDAI 248,207",0,VIC,2014,PETROL
RENAULT MEGANE DYNAMIQUE LX II B84 FWD,RENAULT,MEGANE,"132,949",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985840/2005-renault-megane-dynamique-lx-ii-b84?filterid=2442542442,"2005 RENAULT MEGANE DYNAMIQUE LX II B84 FWD RENAULT 132,949",0,VIC,2005,PETROL
HYUNDAI ELANTRA PREMIUM MD2 FWD,HYUNDAI,ELANTRA,"165,545",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985831/2012-hyundai-elantra-premium-md2?filterid=2442542442,"2012 HYUNDAI ELANTRA PREMIUM MD2 FWD HYUNDAI 165,545",0,VIC,2012,PETROL
VOLKSWAGEN GOLF 103TDI COMFORTLINE VI MY11 FWD,VOLKSWAGEN,GOLF,"264,874",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985458/2011-volkswagen-golf-103tdi-comfortline-vi-my11?filterid=2442542442,"2011 VOLKSWAGEN GOLF 103TDI COMFORTLINE VI MY11 FWD VOLKSWAGEN 264,874",0,VIC,2011,DIESEL
KIA CERATO SIR TD MY13 FWD,KIA,CERATO,"215,143",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2978894/2013-kia-cerato-sir-td-my13?filterid=2442542442,"2013 KIA CERATO SIR TD MY13 FWD KIA 215,143",0,VIC,2013,PETROL
MITSUBISHI MIRAGE LS LA MY15 FWD,MITSUBISHI,MIRAGE,"161,675",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985842/2016-mitsubishi-mirage-ls-la-my15?filterid=2442542442,"2016 MITSUBISHI MIRAGE LS LA MY15 FWD MITSUBISHI 161,675",0,VIC,2016,PETROL
VOLKSWAGEN GOLF 90TSI TRENDLINE VI MY10 FWD,VOLKSWAGEN,GOLF,"205,485",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2963015/2010-volkswagen-golf-90tsi-trendline-vi-my10?filterid=2442542442,"2010 VOLKSWAGEN GOLF 90TSI TRENDLINE VI MY10 FWD VOLKSWAGEN 205,485",0,VIC,2010,PETROL
HYUNDAI EXCEL LX X3 FWD,HYUNDAI,EXCEL,"73,854",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985431/1996-hyundai-excel-lx-x3?filterid=2442542442,"1996 HYUNDAI EXCEL LX X3 FWD HYUNDAI 73,854",0,VIC,1996,PETROL
SUBARU FORESTER XS PREMIUM S3 MY10 4WD,SUBARU,FORESTER,"232,180",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2974282/2009-subaru-forester-xs-premium-s3-my10?filterid=2442542442,"2009 SUBARU FORESTER XS PREMIUM S3 MY10 4WD SUBARU 232,180",0,VIC,2009,PETROL
HOLDEN TRAX ACTIVE TJ MY15 FWD,HOLDEN,TRAX,"191,501",WAGON,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2982151/2016-holden-trax-active-tj-my15?filterid=2442542442,"2016 HOLDEN TRAX ACTIVE TJ MY15 FWD HOLDEN 191,501",0,VIC,2016,PETROL
SUZUKI SWIFT S RS415 FWD,SUZUKI,SWIFT,"213,868",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979028/2007-suzuki-swift-s-rs415?filterid=2442542442,"2007 SUZUKI SWIFT S RS415 FWD SUZUKI 213,868",0,VIC,2007,PETROL
HOLDEN CRUZE CDX JG FWD,HOLDEN,CRUZE,"123,784",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984893/2009-holden-cruze-cdx-jg?filterid=2442542442,"2009 HOLDEN CRUZE CDX JG FWD HOLDEN 123,784",0,VIC,2009,PETROL
NISSAN MURANO ST Z50 4WD,NISSAN,MURANO,"263,064",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2968929/2007-nissan-murano-st-z50?filterid=2442542442,"2007 NISSAN MURANO ST Z50 4WD NISSAN 263,064",0,VIC,2007,PETROL
FORD FOCUS SPORT LW FWD,FORD,FOCUS,"147,097",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981589/2011-ford-focus-sport-lw?filterid=2442542442,"2011 FORD FOCUS SPORT LW FWD FORD 147,097",0,VIC,2011,DIESEL
HOLDEN COMMODORE SV6 VE II MY12 RWD,HOLDEN,COMMODORE,"353,185",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979855/2012-holden-commodore-sv6-ve-ii-my12?filterid=2442542442,"2012 HOLDEN COMMODORE SV6 VE II MY12 RWD HOLDEN 353,185",0,VIC,2012,PETROL
NISSAN DUALIS TI X-TRONIC AWD J10 4WD,NISSAN,DUALIS,"190,488",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985401/2009-nissan-dualis-ti-x-tronic-awd-j10?filterid=2442542442,"2009 NISSAN DUALIS TI X-TRONIC AWD J10 4WD NISSAN 190,488",0,VIC,2009,PETROL
HONDA ACCORD EURO CU MY10 FWD,HONDA,ACCORD,"258,083",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985507/2009-honda-accord-euro-cu-my10?filterid=2442542442,"2009 HONDA ACCORD EURO CU MY10 FWD HONDA 258,083",0,VIC,2009,PETROL
VOLVO XC90 EXECUTIVE P28 MY12 4WD,VOLVO,XC90,"194,823",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985808/2012-volvo-xc90-executive-p28-my12?filterid=2442542442,"2012 VOLVO XC90 EXECUTIVE P28 MY12 4WD VOLVO 194,823",0,VIC,2012,PETROL
MAZDA 3 NEO BL10F1 MY10 FWD,MAZDA,3,"240,902",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2972224/2011-mazda-3-neo-bl10f1-my10?filterid=2442542442,"2011 MAZDA 3 NEO BL10F1 MY10 FWD MAZDA 240,902",0,VIC,2011,PETROL
VOLKSWAGEN TIGUAN 132TSI PACIFIC 5N MY14 4WD,VOLKSWAGEN,TIGUAN,"239,988",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984887/2014-volkswagen-tiguan-132tsi-pacific-5n-my14?filterid=2442542442,"2014 VOLKSWAGEN TIGUAN 132TSI PACIFIC 5N MY14 4WD VOLKSWAGEN 239,988",0,VIC,2014,PETROL
SUBARU TRIBECA R PREMIUM PACK B9 MY07 4WD,SUBARU,TRIBECA,"217,119",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2859702/2006-subaru-tribeca-r-premium-pack-b9-my07?filterid=2442542442,"2006 SUBARU TRIBECA R PREMIUM PACK B9 MY07 4WD SUBARU 217,119",0,VIC,2006,PETROL
RENAULT KOLEOS DYNAMIQUE H45 4WD,RENAULT,KOLEOS,"124,392",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982153/2009-renault-koleos-dynamique-h45?filterid=2442542442,"2009 RENAULT KOLEOS DYNAMIQUE H45 4WD RENAULT 124,392",0,VIC,2009,PETROL
HOLDEN ASTRA CLASSIC TS MY04.5 FWD,HOLDEN,ASTRA,"165,180",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983525/2004-holden-astra-classic-ts-my04-5?filterid=2442542442,"2004 HOLDEN ASTRA CLASSIC TS MY04.5 FWD HOLDEN 165,180",0,VIC,2004,PETROL
HOLDEN TRAX LS TJ MY14 FWD,HOLDEN,TRAX,"96,732",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985516/2014-holden-trax-ls-tj-my14?filterid=2442542442,"2014 HOLDEN TRAX LS TJ MY14 FWD HOLDEN 96,732",0,VIC,2014,PETROL
FORD FOCUS CL LR MY2003 FWD,FORD,FOCUS,"273,313",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985390/2003-ford-focus-cl-lr-my2003?filterid=2442542442,"2003 FORD FOCUS CL LR MY2003 FWD FORD 273,313",0,VIC,2003,PETROL
HOLDEN CRUZE SRI-V JH SERIES II MY FWD,HOLDEN,CRUZE,"191,234",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982160/2011-holden-cruze-sri-v-jh-series-ii-my?filterid=2442542442,"2011 HOLDEN CRUZE SRI-V JH SERIES II MY FWD HOLDEN 191,234",0,VIC,2011,PETROL
BMW X5 XDRIVE48I STEPTRONIC E70 MY09 4WD,BMW,X5,"248,514",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2975060/2009-bmw-x5-xdrive48i-steptronic-e70-my09?filterid=2442542442,"2009 BMW X5 XDRIVE48I STEPTRONIC E70 MY09 4WD BMW 248,514",0,VIC,2009,PETROL
HOLDEN TRAX LTZ TJ MY14 FWD,HOLDEN,TRAX,"176,864",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979790/2013-holden-trax-ltz-tj-my14?filterid=2442542442,"2013 HOLDEN TRAX LTZ TJ MY14 FWD HOLDEN 176,864",0,VIC,2013,PETROL
HYUNDAI ACCENT GL LC MY04 FWD,HYUNDAI,ACCENT,"146,687",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985483/2005-hyundai-accent-gl-lc-my04?filterid=2442542442,"2005 HYUNDAI ACCENT GL LC MY04 FWD HYUNDAI 146,687",0,VIC,2005,PETROL
MAZDA CX-7 LUXURY SPORTS ER1032 4WD,MAZDA,CX-7,"286,810",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979034/2010-mazda-cx-7-luxury-sports-er1032?filterid=2442542442,"2010 MAZDA CX-7 LUXURY SPORTS ER1032 4WD MAZDA 286,810",0,VIC,2010,PETROL
INFINITI QX30 GT H15 4WD,INFINITI,QX30,"146,166",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985437/2017-infiniti-qx30-gt-h15?filterid=2442542442,"2017 INFINITI QX30 GT H15 4WD INFINITI 146,166",0,VIC,2017,PETROL
VOLVO XC90 LE P28 MY09 4WD,VOLVO,XC90,"211,717",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2978121/2009-volvo-xc90-le-p28-my09?filterid=2442542442,"2009 VOLVO XC90 LE P28 MY09 4WD VOLVO 211,717",0,VIC,2009,PETROL
SKODA OCTAVIA RS 147TSI 1Z MY11 FWD,SKODA,OCTAVIA,"171,331",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985762/2011-skoda-octavia-rs-147tsi-1z-my11?filterid=2442542442,"2011 SKODA OCTAVIA RS 147TSI 1Z MY11 FWD SKODA 171,331",0,VIC,2011,PETROL
MITSUBISHI COLT RG MY07 FWD,MITSUBISHI,COLT,"232,970",CABRIOLET,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985749/2007-mitsubishi-colt-rg-my07?filterid=2442542442,"2007 MITSUBISHI COLT RG MY07 FWD MITSUBISHI 232,970",0,VIC,2007,PETROL
HOLDEN TRAX LTZ TJ MY16 FWD,HOLDEN,TRAX,"180,510",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2974338/2016-holden-trax-ltz-tj-my16?filterid=2442542442,"2016 HOLDEN TRAX LTZ TJ MY16 FWD HOLDEN 180,510",0,VIC,2016,PETROL
VOLKSWAGEN GOLF COMFORTLINE TIPTRONI V FWD,VOLKSWAGEN,GOLF,"211,011",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2978940/2005-volkswagen-golf-comfortline-tiptroni-v?filterid=2442542442,"2005 VOLKSWAGEN GOLF COMFORTLINE TIPTRONI V FWD VOLKSWAGEN 211,011",0,VIC,2005,PETROL
MAZDA 3 MAXX SPORT BK10F2 FWD,MAZDA,3,"220,098",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985826/2006-mazda-3-maxx-sport-bk10f2?filterid=2442542442,"2006 MAZDA 3 MAXX SPORT BK10F2 FWD MAZDA 220,098",0,VIC,2006,PETROL
HOLDEN CAPTIVA 7 CX CG SERIES II 4WD,HOLDEN,CAPTIVA,"167,222",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985755/2012-holden-captiva-7-cx-cg-series-ii?filterid=2442542442,"2012 HOLDEN CAPTIVA 7 CX CG SERIES II 4WD HOLDEN 167,222",0,VIC,2012,PETROL
SUBARU IMPREZA R S MY06 4WD,SUBARU,IMPREZA,"198,720",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979143/2006-subaru-impreza-r-s-my06?filterid=2442542442,"2006 SUBARU IMPREZA R S MY06 4WD SUBARU 198,720",0,VIC,2006,PETROL
SUZUKI SWIFT GA FZ FWD,SUZUKI,SWIFT,"206,745",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2981651/2013-suzuki-swift-ga-fz?filterid=2442542442,"2013 SUZUKI SWIFT GA FZ FWD SUZUKI 206,745",0,VIC,2013,PETROL
PEUGEOT 3008 XSE T8 FWD,PEUGEOT,3008,"179,794",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2973823/2011-peugeot-3008-xse-t8?filterid=2442542442,"2011 PEUGEOT 3008 XSE T8 FWD PEUGEOT 179,794",0,VIC,2011,DIESEL
HYUNDAI ACCENT ACTIVE RB2 FWD,HYUNDAI,ACCENT,"212,732",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2983523/2014-hyundai-accent-active-rb2?filterid=2442542442,"2014 HYUNDAI ACCENT ACTIVE RB2 FWD HYUNDAI 212,732",0,VIC,2014,PETROL
SUBARU IMPREZA GX S MY04 4WD,SUBARU,IMPREZA,"261,847",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2968147/2003-subaru-impreza-gx-s-my04?filterid=2442542442,"2003 SUBARU IMPREZA GX S MY04 4WD SUBARU 261,847",0,VIC,2003,PETROL
BMW 1 SERIES 118I E87 MY09 RWD,BMW,1,"155,733",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2977672/2010-bmw-1-series-118i-e87-my09?filterid=2442542442,"2010 BMW 1 SERIES 118I E87 MY09 RWD BMW 155,733",0,VIC,2010,PETROL
VOLVO XC60 T6 LUXURY DZ MY14 4WD,VOLVO,XC60,"226,353",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983261/2014-volvo-xc60-t6-luxury-dz-my14?filterid=2442542442,"2014 VOLVO XC60 T6 LUXURY DZ MY14 4WD VOLVO 226,353",0,VIC,2014,PETROL
HOLDEN CRUZE SRI JH SERIES II MY FWD,HOLDEN,CRUZE,"158,363",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2980775/2012-holden-cruze-sri-jh-series-ii-my?filterid=2442542442,"2012 HOLDEN CRUZE SRI JH SERIES II MY FWD HOLDEN 158,363",0,VIC,2012,PETROL
PEUGEOT 308 XS T7 FWD,PEUGEOT,308,"201,608",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981434/2010-peugeot-308-xs-t7?filterid=2442542442,"2010 PEUGEOT 308 XS T7 FWD PEUGEOT 201,608",0,VIC,2010,DIESEL
MERCEDES-BENZ C-CLASS C200 CGI CLASSIC W204 MY10 RWD,MERCEDES-BENZ,C-CLASS,"207,023",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2974275/2010-mercedes-benz-c-class-c200-cgi-classic-w204-my10?filterid=2442542442,"2010 MERCEDES-BENZ C-CLASS C200 CGI CLASSIC W204 MY10 RWD MERCEDES-BENZ 207,023",0,VIC,2010,PETROL
HOLDEN BARINA TK MY08 FWD,HOLDEN,BARINA,"187,353",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981429/2008-holden-barina-tk-my08?filterid=2442542442,"2008 HOLDEN BARINA TK MY08 FWD HOLDEN 187,353",0,VIC,2008,PETROL
HOLDEN CRUZE SRI-V JH SERIES II MY FWD,HOLDEN,CRUZE,"138,599",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2977825/2012-holden-cruze-sri-v-jh-series-ii-my?filterid=2442542442,"2012 HOLDEN CRUZE SRI-V JH SERIES II MY FWD HOLDEN 138,599",0,VIC,2012,PETROL
